Prebuilt Roles,,,,Custom Roles
chronicle.legacies.legacySearchCustomerStats,chronicle.operations.streamSearch,,,chronicle.parsers.generateEventTypesSuggestions
chronicle.legacies.legacySearchDetections,chronicle.operations.wait,,,chronicle.parsers.get
chronicle.legacies.legacySearchDomainsRecentlyRegistered,chronicle.preferenceSets.get,,,chronicle.parsers.list
chronicle.legacies.legacySearchDomainsTimingStats,chronicle.preferenceSets.update,,,chronicle.parsers.runParser
chronicle.legacies.legacySearchEnterpriseWideAlerts,chronicle.referenceLists.create,,,chronicle.parsingErrors.list
chronicle.legacies.legacySearchEnterpriseWideIoCs,chronicle.referenceLists.get,,,chronicle.preferenceSets.get
chronicle.legacies.legacySearchFindings,chronicle.referenceLists.list,,,chronicle.preferenceSets.update
chronicle.legacies.legacySearchIngestionStats,chronicle.referenceLists.update,,,chronicle.referenceLists.create
chronicle.legacies.legacySearchIoCInsights,chronicle.referenceLists.verifyReferenceList,,,chronicle.referenceLists.get
chronicle.legacies.legacySearchRawLogs,chronicle.retrohunts.create,,,chronicle.referenceLists.list
chronicle.legacies.legacySearchRuleDetectionCountBuckets,chronicle.retrohunts.get,,,chronicle.referenceLists.update
chronicle.legacies.legacySearchRuleDetectionEvents,chronicle.retrohunts.list,,,chronicle.referenceLists.verifyReferenceList
chronicle.legacies.legacySearchRuleResults,chronicle.riskConfigs.get,,,chronicle.retrohunts.create
chronicle.legacies.legacySearchRulesAlerts,chronicle.riskConfigs.update,,,chronicle.retrohunts.get
chronicle.legacies.legacySearchUserEvents,chronicle.ruleDeployments.get,,,chronicle.retrohunts.list
chronicle.legacies.legacyStreamDetectionAlerts,chronicle.ruleDeployments.list,,,chronicle.riskConfigs.get
chronicle.legacies.legacyTestRuleStreaming,chronicle.ruleDeployments.update,,,chronicle.riskConfigs.update
chronicle.legacies.legacyUpdateAlert,chronicle.ruleExecutionErrors.list,,,chronicle.ruleDeployments.get
chronicle.logTypeSchemas.list,chronicle.rules.create,,,chronicle.ruleDeployments.list
chronicle.logTypeSettings.get,chronicle.rules.get,,,chronicle.ruleExecutionErrors.list
chronicle.logTypeSettings.list,chronicle.rules.list,,,chronicle.rules.create
chronicle.logTypeSettings.update,chronicle.rules.listRevisions,,,chronicle.rules.delete
chronicle.logTypes.create,chronicle.rules.update,,,chronicle.rules.get
chronicle.logTypes.get,chronicle.rules.verifyRuleText,,,chronicle.rules.list
chronicle.logTypes.list,chronicle.searchQueries.create,,,chronicle.rules.listRevisions
chronicle.logTypes.update,chronicle.searchQueries.delete,,,chronicle.rules.update
chronicle.logs.export,chronicle.searchQueries.get,,,chronicle.rules.verifyRuleText
chronicle.logs.get,chronicle.searchQueries.list,,,chronicle.searchQueries.create
chronicle.logs.import,chronicle.searchQueries.update,,,chronicle.searchQueries.delete
chronicle.logs.list,chronicle.threatCollectionFilterSet.get,,,chronicle.searchQueries.get
chronicle.messages.create,chronicle.threatCollections.fetchIocMatchMetadata,,,chronicle.searchQueries.list
chronicle.messages.delete,chronicle.threatCollections.fetchRuleMetadata,,,chronicle.searchQueries.update
chronicle.messages.get,chronicle.threatCollections.get,,,chronicle.threatCollectionFilterSet.get
chronicle.messages.list,chronicle.threatCollections.list,,,chronicle.threatCollections.fetchIocMatchMetadata
chronicle.messages.update,chronicle.watchlists.create,,,chronicle.threatCollections.fetchRuleMetadata
chronicle.multitenantDirectories.get,chronicle.watchlists.delete,,,chronicle.threatCollections.get
chronicle.nativeDashboards.create,chronicle.watchlists.get,,,chronicle.threatCollections.list
chronicle.nativeDashboards.delete,chronicle.watchlists.list,,,chronicle.validationErrors.list
chronicle.nativeDashboards.duplicate,chronicle.watchlists.update,,,chronicle.validationReports.get
chronicle.nativeDashboards.get,resourcemanager.projects.get,,,chronicle.watchlists.create
chronicle.nativeDashboards.list,resourcemanager.projects.list,,,chronicle.watchlists.delete
chronicle.nativeDashboards.update,,,,chronicle.watchlists.get
chronicle.operations.cancel,,,,chronicle.watchlists.list
chronicle.operations.delete,,,,chronicle.watchlists.update
chronicle.operations.get,,,,resourcemanager.projects.get
chronicle.operations.list,,,,resourcemanager.projects.list
chronicle.operations.streamSearch,,,,
chronicle.operations.wait,,,,
chronicle.parserExtensions.activate,,,,
chronicle.parserExtensions.create,,,,
chronicle.parserExtensions.delete,,,,
chronicle.parserExtensions.generateKeyValueMappings,,,,
chronicle.parserExtensions.get,,,,
chronicle.parserExtensions.legacySubmitParserExtension,,,,
chronicle.parserExtensions.list,,,,
chronicle.parserExtensions.removeSyslog,,,,
chronicle.parsers.activate,,,,
chronicle.parsers.activateReleaseCandidate,,,,
chronicle.parsers.copyPrebuiltParser,,,,
chronicle.parsers.create,,,,
chronicle.parsers.deactivate,,,,
chronicle.parsers.delete,,,,
chronicle.parsers.generateEventTypesSuggestions,,,,
chronicle.parsers.get,,,,
chronicle.parsers.list,,,,
chronicle.parsers.runParser,,,,
chronicle.parsingErrors.list,,,,
chronicle.preferenceSets.get,,,,
chronicle.preferenceSets.update,,,,
chronicle.referenceLists.create,,,,
chronicle.referenceLists.get,,,,
chronicle.referenceLists.list,,,,
chronicle.referenceLists.update,,,,
chronicle.referenceLists.verifyReferenceList,,,,
chronicle.retrohunts.create,,,,
chronicle.retrohunts.get,,,,
chronicle.retrohunts.list,,,,
chronicle.riskConfigs.get,,,,
chronicle.riskConfigs.update,,,,
chronicle.ruleDeployments.get,,,,
chronicle.ruleDeployments.list,,,,
chronicle.ruleDeployments.update,,,,
chronicle.ruleExecutionErrors.list,,,,
chronicle.rules.create,,,,
chronicle.rules.delete,,,,
chronicle.rules.get,,,,
chronicle.rules.list,,,,
chronicle.rules.listRevisions,,,,
chronicle.rules.update,,,,
chronicle.rules.verifyRuleText,,,,
chronicle.searchQueries.create,,,,
chronicle.searchQueries.delete,,,,
chronicle.searchQueries.get,,,,
chronicle.searchQueries.list,,,,
chronicle.searchQueries.update,,,,
chronicle.threatCollectionFilterSet.get,,,,
chronicle.threatCollections.fetchIocMatchMetadata,,,,
chronicle.threatCollections.fetchRuleMetadata,,,,
chronicle.threatCollections.get,,,,
chronicle.threatCollections.list,,,,
chronicle.validationErrors.list,,,,
chronicle.validationReports.get,,,,
chronicle.watchlists.create,,,,
chronicle.watchlists.delete,,,,
chronicle.watchlists.get,,,,
chronicle.watchlists.list,,,,
chronicle.watchlists.update,,,,
resourcemanager.projects.get,,,,
resourcemanager.projects.list,,,,
